"name","year_published","difficulty","rating_avg","rating_sd","game_category","rating_group"
"Terra Turrium",1990,2.25,6.05054,1.60326,"Abstract","Average"
"Megiddo",1985,2.3333,6.07872,1.49181,"Abstract","Average"
"Amoeba",1975,2,6.02619,1.39967,"Abstract","Average"
"Axiom",1988,2.9333,6.96537,1.46617,"Abstract","Average"
"Feudal",1967,2.3058,6.06872,1.46782,"Abstract","Average"
"Corner",1974,1.5,6.48333,1.56782,"Abstract","Average"
"Twixt",1962,2.5053,6.58862,1.4968,"Abstract","Average"
"90 Grad",2000,2.8571,6.68769,1.74131,"Abstract","Average"
"Corona",1974,2.3333,6.43333,1.6105,"Abstract","Average"
"Tantrix",1991,2.2152,6.32354,1.39339,"Abstract","Average"
"Malawi",1986,2,6.37105,1.48232,"Abstract","Average"
"Orbit",1993,2,6.23333,1.60639,"Abstract","Average"
"Aztec",1995,2.2,6.53182,1.46981,"Abstract","Average"
"Baubylon",1981,2,6.53125,0.985659,"Abstract","Average"
"Tokami",1998,1.25,6.51842,0.972748,"Abstract","Average"
"Meander",2001,1.8571,6.01738,1.49218,"Abstract","Average"
"Fish & Chips",1978,2.2,6.59032,1.04337,"Abstract","Average"
"Pente",1977,2.1074,6.63718,1.49529,"Abstract","Average"
"Hyle",1979,2.8571,6.84275,1.45849,"Abstract","Average"
"Kuba",1994,1.9,6.18111,1.38652,"Abstract","Average"
"Olix",1994,2.1429,6.08293,1.32682,"Abstract","Average"
"Ebbe & Flut",2000,1.9091,6.47617,1.32002,"Abstract","Average"
"Meridian",2001,2.5405,6.01361,1.23079,"Abstract","Average"
"Pylos",1993,1.9474,6.30231,1.40839,"Abstract","Average"
"Kings Cribbage",1997,1.8,6.57588,1.65164,"Abstract","Average"
"Monad",1969,2.0286,6.23173,1.56298,"Abstract","Average"
"Janus",1975,2.3333,6.42378,1.49424,"Abstract","Average"
"Ploy",1970,2.3947,6.22585,1.42021,"Abstract","Average"
"Troke",1956,2.1429,6.01034,1.65067,"Abstract","Average"
"Bladder",2000,2,6.37595,1.29353,"Abstract","Average"
"Proteus",2001,3.2143,6.56259,1.34812,"Abstract","Average"
"Spiel",1980,1.6667,6.17028,1.49548,"Abstract","Average"
"Wu Hsing",1969,2.3333,6.79388,1.16958,"Abstract","Average"
"Leverage",1977,1.7895,6.25871,1.2601,"Abstract","Average"
"Gobblet",2000,1.8487,6.59179,1.27939,"Abstract","Average"
"Creeper",1995,2,6.59825,1.19509,"Abstract","Average"
"Quinto",1964,1.8696,6.03155,1.49681,"Abstract","Average"
"Othello",1883,2.0877,6.11151,1.45068,"Abstract","Average"
"Thoughtwave",1974,2.1111,6.21389,1.60037,"Abstract","Average"
"Backgammon",-3000,2.0182,6.54515,1.60845,"Abstract","Average"
"The High Kings of Tara",1998,1.8889,6.29216,1.14872,"Abstract","Average"
"Blokus",2000,1.7619,6.87488,1.24899,"Abstract","Average"
"Winkeladvokat",1986,2,6.05161,1.66052,"Abstract","Average"
"Nexus",2001,1.6957,6.16498,1.24999,"Abstract","Average"
"Blockade",1975,1.7857,6.22462,1.35704,"Abstract","Average"
"Quo Vadis",1978,2,6.4,1.62354,"Abstract","Average"
"The Generals",1980,1.8421,6.8177,1.87699,"Abstract","Average"
"Upthrust",1987,1.3333,6.04091,1.11962,"Abstract","Average"
"Terrace",1992,2.5098,6.37922,1.49873,"Abstract","Average"
"Pathfinder",1974,1.1739,6.21974,1.2853,"Abstract","Average"
"Hnefatafl",400,2.5408,6.6077,1.46858,"Abstract","Average"
"Zatre",1990,2.0435,6.38258,1.54389,"Abstract","Average"
"Kendo",1976,2.3529,6.00724,1.43827,"Abstract","Average"
"Stratego 4",1995,1.875,6.05845,1.46964,"Abstract","Average"
"Claim",1983,2.2857,6.37417,1.33307,"Abstract","Average"
"Realm",1973,3.1667,6.80385,1.53397,"Abstract","Average"
"Warp 6",2002,1.7895,6.53067,1.35167,"Abstract","Average"
"Knockabout",2001,2.5556,6.70162,1.48965,"Abstract","Average"
"Quixo",1995,1.6,6.17569,1.36405,"Abstract","Average"
"Hekla",2001,2.4444,6.52132,1.20582,"Abstract","Average"
"Pueblo",2002,2.2524,6.9349,1.21829,"Abstract","Average"
"Mahé",1974,1.2391,6.32741,1.30256,"Abstract","Average"
"Equations",1963,3,6.625,1.80278,"Abstract","Average"
"Electronic Stratego",1982,1.75,6.35935,1.40517,"Abstract","Average"
"Steppe",1985,2.4,6.34848,1.38982,"Abstract","Average"
"Mamba",2001,2.4,6.33176,1.63566,"Abstract","Average"
"Ramparts",1993,2.3429,6.25152,1.27759,"Abstract","Average"
"Breakthrough",2001,2.3636,6.53467,1.66177,"Abstract","Average"
"Interplay",1980,2,6.35333,1.37772,"Abstract","Average"
"Wabanti",1974,2,6.03837,1.28345,"Abstract","Average"
"Hex",1942,3.236,6.70974,1.85315,"Abstract","Average"
"Kaliko",1968,2.3,6.58451,1.62673,"Abstract","Average"
"Quads",1996,1.871,6.1303,1.47185,"Abstract","Average"
"Fanorona",1680,2.5909,6.38453,1.52292,"Abstract","Average"
"Gaudí",2002,1.8571,6.02866,1.76554,"Abstract","Average"
"Thud",2002,2.625,6.20893,1.52366,"Abstract","Average"
"Clans",2002,2.0281,6.55794,1.24396,"Abstract","Average"
"Fire and Ice",2002,3.0556,6.73168,1.43658,"Abstract","Average"
"Casino Yahtzee",1986,1.125,6.0306,1.31894,"Abstract","Average"
"Cityscape",2002,1.6667,6.21907,1.28825,"Abstract","Average"
"Doubles Wild",2001,1,6.06871,1.50031,"Abstract","Average"
"King's Court",1986,1.7692,6.57621,1.55668,"Abstract","Average"
"Chinese Chess",1981,2.75,6.1266,1.48555,"Abstract","Average"
"Rubik's Illusion",1989,1.7,6.01924,1.34833,"Abstract","Average"
"Quantum",1975,2.6,6.05333,1.60701,"Abstract","Average"
"Camelot",1930,2.3529,6.69079,1.52021,"Abstract","Average"
"Octiles",1984,1.8966,6.44598,1.47606,"Abstract","Average"
"Makruk",0,3.7778,6.824,1.52559,"Abstract","Average"
"Lancelot",1985,2,6.06857,1.65827,"Abstract","Average"
"No Dice",1987,2.1429,6.6975,1.53696,"Abstract","Average"
"Calypso",1987,2.4,6.90566,1.38515,"Abstract","Average"
"Tablut",1700,2.5,6.27558,1.46606,"Abstract","Average"
"Xe Queo!",1998,1.5,6.50003,1.49661,"Abstract","Average"
"Maze",1982,2,6.54,1.58421,"Abstract","Average"
"Blokus 3D",2003,1.7507,6.79137,1.22312,"Abstract","Average"
"Ada's Library",2003,1.6753,6.37602,1.21263,"Abstract","Average"
"Sceptre 1027 A.D.",1986,2.3333,6.65957,1.23816,"Abstract","Average"
"Pacru",2004,3.3333,6.52909,1.66337,"Abstract","Average"
"Laska",1911,2.5714,6.65276,1.62915,"Abstract","Average"
"Katamino",1992,1.8,6.42723,1.49337,"Abstract","Average"
"Neutron",1978,2.1111,6.47833,1.42198,"Abstract","Average"
"Jungle",1981,1.2,6.16548,1.339,"Abstract","Average"
"Spinner Dominoes",1983,1.125,6.58838,1.57167,"Abstract","Average"
"Castle Danger",2002,3.6667,6.56279,1.38161,"Abstract","Average"
"Pusher",1993,1.6,6.09027,1.5006,"Abstract","Average"
"Flix",1994,1.25,6.28278,1.36484,"Abstract","Average"
"Subulata",2003,2.2,6.55385,1.32344,"Abstract","Average"
"Proteus",1983,3.6667,6.92857,1.97536,"Abstract","Average"
"Attakube",2001,2.25,6.54508,1.14375,"Abstract","Average"
"Ronda Magica",1988,1,6.57632,1.59133,"Abstract","Average"
"The Penguin Ultimatum",2003,1.8333,6.18378,1.07907,"Abstract","Average"
"3 Stones",2000,2.5714,6.24847,1.3017,"Abstract","Average"
"Columns",2004,1.2,6.72,1.37947,"Abstract","Average"
"Vector",1970,2.4,6.425,1.81373,"Abstract","Average"
"Paradux",0,2.25,6.23333,1.15166,"Abstract","Average"
"Konane",1775,2,6.16314,1.23415,"Abstract","Average"
"Floriado",2003,1.6667,6.15072,1.20273,"Abstract","Average"
"Quintillions",1980,2.6667,6.96471,1.67734,"Abstract","Average"
"Gounki",1997,3,6.6016,1.0733,"Abstract","Average"
"Cannon",2003,2.7059,6.94715,1.47469,"Abstract","Average"
"Orion",1971,2,6.87755,1.19834,"Abstract","Average"
"Da Vinci Code",2002,1.4862,6.10777,1.35339,"Abstract","Average"
"Bantu",1955,2,6.55686,1.64224,"Abstract","Average"
"Dvorak",2000,1.4286,6.80303,1.58563,"Abstract","Average"
"Brettfußball",1984,2,6.40152,1.73113,"Abstract","Average"
"Avalam",1996,1.9524,6.39737,1.27428,"Abstract","Average"
"IceTowers",1999,1.875,6.38284,1.38757,"Abstract","Average"
"Pogo",1998,2.6,6.01613,1.53183,"Abstract","Average"
"Gyges",1985,2.4545,6.61844,1.68485,"Abstract","Average"
"Poison Pot",2003,1.2,6.35424,0.979462,"Abstract","Average"
"Micropul",2004,1.9091,6.76573,1.27485,"Abstract","Average"
"Moguli",2003,3.5,6.11604,1.56975,"Abstract","Average"
"Tricky Fingers",1982,1.4,6.0625,1.69795,"Abstract","Average"
"ConHex",2002,2.8,6.835,1.72898,"Abstract","Average"
"Zarcana",1996,2.8182,6.9375,1.44906,"Abstract","Average"
"Samurai",1975,2.5,6.1087,1.41772,"Abstract","Average"
"Dragon Master",2004,1.2667,6.36577,1.27971,"Abstract","Average"
"Uisge",1983,2,6.15116,1.63115,"Abstract","Average"
"Eclipse",1999,1.8889,6.14482,1.43317,"Abstract","Average"
"Gute Nachbarn",1986,1.1429,6.43131,1.30468,"Abstract","Average"
"Agora",1996,2,6.2071,1.72555,"Abstract","Average"
"Diam",2003,2.1818,6.13715,1.26262,"Abstract","Average"
"Jotto",1956,1.6,6.34524,1.6599,"Abstract","Average"
"Renju",0,2.75,6.11293,1.94256,"Abstract","Average"
"Gonnect",2000,3.5,6.94857,1.88927,"Abstract","Average"
"Quandary",1970,2.1667,6.4129,1.45906,"Abstract","Average"
"Dragonchess",1985,3.3333,6.36091,2.27769,"Abstract","Average"
"Wizard's Garden",2004,1.6667,6.96,1.29715,"Abstract","Average"
"Volcano",2000,2.3455,6.82877,1.43991,"Abstract","Average"
"Triolet",1996,2,6.32128,1.46272,"Abstract","Average"
"Dicke Dämonen",2004,2.0769,6.66453,1.21184,"Abstract","Average"
"Surakarta",0,1.5714,6.00625,1.68015,"Abstract","Average"
"Puluc",0,2,6.25263,1.77286,"Abstract","Average"
"Vulkan!",2004,2,6.15,1.18427,"Abstract","Average"
"Jupiter",1993,1.5,6.18372,1.37839,"Abstract","Average"
"Das Prestel Nasenspiel",2004,2,6.03333,1.668,"Abstract","Average"
"Bao",0,3.5,6.6918,1.63635,"Abstract","Average"
"Cat & Mouse",1985,1.1667,6.05113,1.63087,"Abstract","Average"
"Linja",2003,1.8571,6.54158,1.30217,"Abstract","Average"
"Terrace 6x6",1997,3,6.69355,1.49557,"Abstract","Average"
"Hoyle's Games",1742,3.3333,6.49225,1.70995,"Abstract","Average"
"Belote",1930,2.625,6.61692,1.84059,"Abstract","Average"
"San Ta Si",2005,1.7778,6.21564,1.28533,"Abstract","Average"
"Undercut",2004,2.3333,6.22344,1.05497,"Abstract","Average"
"Blokus Duo",2005,1.6918,6.83618,1.20807,"Abstract","Average"
"Darter",2004,2,6.65526,1.39354,"Abstract","Average"
"Khet: The Laser Game",2005,2.5277,6.51479,1.36934,"Abstract","Average"
"Pegs and Jokers",1975,1.5,6.35258,1.90836,"Abstract","Average"
"Branches and Twigs and Thorns",2002,2.4444,6.20946,1.07451,"Abstract","Average"
"Djambi",1968,3,6.67865,2.06706,"Abstract","Average"
"Blam!",2005,2.25,6.33839,1.21846,"Abstract","Average"
"Die Dolmengötter",2005,2.2,6.58237,1.32009,"Abstract","Average"
"Quartile",2005,2,6.92647,1.45103,"Abstract","Average"
"Citadel",2002,3,6.9541,1.38618,"Abstract","Average"
"Salta",1899,2.6667,6.77273,1.7933,"Abstract","Average"
"EinStein würfelt nicht!",2004,1.5714,6.63405,1.54293,"Abstract","Average"
"Wykersham",1980,2,6.45385,1.22639,"Abstract","Average"
"Gemblo",2003,1.8855,6.79933,1.31491,"Abstract","Average"
"Hexagonal Chess",1936,4,6.98571,1.93644,"Abstract","Average"
"Tara: Ireland's Royal Board Game",2004,2.1154,6.29989,1.2742,"Abstract","Average"
"PÜNCT",2005,2.741,6.78592,1.42652,"Abstract","Average"
"Martian Chess",1995,2.4483,6.53382,1.41644,"Abstract","Average"
"Pentago",2005,1.8439,6.38231,1.28577,"Abstract","Average"
"No Stress Chess",2004,2.2308,6.28782,1.61561,"Abstract","Average"
"Terra Nova",2006,2.2579,6.41558,1.25574,"Abstract","Average"
"Six",2003,1.6571,6.2427,1.39022,"Abstract","Average"
"Drunter und Drüber",1973,2,6.43333,0.772507,"Abstract","Average"
"Diaballik",2004,2.0833,6.37169,1.47559,"Abstract","Average"
"Pikemen",1997,2.8333,6.91046,1.16993,"Abstract","Average"
"Corintho",2005,1.5,6.06207,1.634,"Abstract","Average"
"CubiCup",2004,2.3333,6.11548,1.24434,"Abstract","Average"
"Siam",2005,2.1579,6.67459,1.40998,"Abstract","Average"
"Tara, Seat of Kings",2006,2.5385,6.27425,1.29236,"Abstract","Average"
"Pentago XL",2005,1.8889,6.00802,1.75488,"Abstract","Average"
"Cover Up",2006,1.4,6.03679,1.14574,"Abstract","Average"
"Knight Moves",2005,2.8,6.44519,1.43303,"Abstract","Average"
"Petteia",-100,2.1667,6.01071,1.41569,"Abstract","Average"
"Blokus Trigon",2006,1.9352,6.896,1.22971,"Abstract","Average"
"Mana",1987,2.1111,6.73069,1.38147,"Abstract","Average"
"Delta",1975,2,6.61667,1.24956,"Abstract","Average"
"Karo",2005,2,6.54835,1.19967,"Abstract","Average"
"MixUp",2006,1.6667,6.28595,1.14786,"Abstract","Average"
"On the Dot",2006,1.6538,6.16531,1.38229,"Abstract","Average"
"Connect6",2003,2.5789,6.503,1.80824,"Abstract","Average"
"Exxit",2006,2.5,6.78037,1.7619,"Abstract","Average"
"DaVinci's Mancala",2005,1,6.03492,1.2271,"Abstract","Average"
"Dragons of Kir",2005,1.913,6.60268,1.48995,"Abstract","Average"
"Wayfinder",2006,2.8421,6.62061,1.46232,"Abstract","Average"
"Easter Island",2006,2.3137,6.32174,1.32332,"Abstract","Average"
"Border Reivers",2006,2.5833,6.38537,1.15875,"Abstract","Average"
"Oshi",2006,2.14,6.11594,1.33508,"Abstract","Average"
"Katoiz",2004,2.5,6.64186,1.58811,"Abstract","Average"
"Glik",2006,2,6.24023,1.38582,"Abstract","Average"
"Mimic",2006,2.4,6.22323,1.81174,"Abstract","Average"
"Attangle",2006,2.8,6.95091,1.43791,"Abstract","Average"
"Rumis+",2006,2.2083,6.94256,1.18663,"Abstract","Average"
"Stratego: Marvel Heroes",2007,2,6.26292,1.24979,"Abstract","Average"
"Rummikub XP",1992,1,6.50554,1.31033,"Abstract","Average"
"Esagek",2006,2.5,6.48652,1.17254,"Abstract","Average"
"Take It to the Limit!",2006,2.075,6.84523,1.29271,"Abstract","Average"
"Martian Coasters",2006,1.25,6.14005,1.30622,"Abstract","Average"
"Khan Tsin",2006,3,6.51719,1.30316,"Abstract","Average"
"Balance Duels",2005,1.6154,6.21278,1.32438,"Abstract","Average"
"Fragile",2006,2.7692,6.33969,1.28635,"Abstract","Average"
"Hexago Continuo",2006,1,6.06757,1.07075,"Abstract","Average"
"Hus",0,1.6667,6.41939,1.16132,"Abstract","Average"
"Kropki",0,2.6,6.215,1.68605,"Abstract","Average"
"Pick & Pack",2007,1.8841,6.45578,1.07934,"Abstract","Average"
"Turkish Checkers",1400,2.5,6.1534,1.75037,"Abstract","Average"
"International Checkers",1600,2.3333,6.53494,1.89365,"Abstract","Average"
"Ponte del Diavolo",2007,2.3646,6.46855,1.35374,"Abstract","Average"
"3 Man Chess",2004,3.4,6.712,1.6532,"Abstract","Average"
"Organic Soup",2010,2.2222,6.23265,1.62536,"Abstract","Average"
"Saikoro",2007,1.5556,6.63224,1.22353,"Abstract","Average"
"Tortuga",2007,1.7391,6.15294,1.3594,"Abstract","Average"
"Pixel",2007,1.25,6.20769,0.978194,"Abstract","Average"
"Oware",550,2.087,6.43866,1.52973,"Abstract","Average"
"Kamon",2007,2,6.29753,1.57366,"Abstract","Average"
"Blockers!",2007,1.7039,6.67554,1.28341,"Abstract","Average"
"Okey",0,1.5714,6.3617,1.78694,"Abstract","Average"
"Tako Judo",2007,2,6.06977,1.50974,"Abstract","Average"
"Banqi",1970,1.5,6.08889,1.68206,"Abstract","Average"
"Quinamid",2007,2.2,6.83944,1.19922,"Abstract","Average"
"Inside",2007,2,6.44058,1.21409,"Abstract","Average"
"Territories",2007,1.25,6.26848,1.38765,"Abstract","Average"
"Twin Win",2007,1.8125,6.27625,1.2582,"Abstract","Average"
"Joker Marbles",1970,1,6.51651,1.91895,"Abstract","Average"
"Geominos",2007,1.5,6.11,1.20592,"Abstract","Average"
"TAIJI",2007,2.0667,6.38559,1.38848,"Abstract","Average"
"Abalone Quattro",2003,2.4,6.80623,1.48897,"Abstract","Average"
"Retsami",2006,2.625,6.28333,1.55247,"Abstract","Average"
"Kogworks",2007,1.55,6.05423,1.57723,"Abstract","Average"
"Magnet",2008,2.3333,6.20779,1.32545,"Abstract","Average"
"Monkey Dash",2009,2.2667,6.80154,1.28635,"Abstract","Average"
"Brandubh",0,3.1667,6.7275,1.72728,"Abstract","Average"
"Octego",2007,2,6.2282,1.78724,"Abstract","Average"
"Tridom",0,1,6.09804,1.24467,"Abstract","Average"
"All Queens Chess",2008,1.2857,6.0458,1.51898,"Abstract","Average"
"Zark City",2008,2.3077,6.50833,1.32881,"Abstract","Average"
"Quadrago",2007,2,6.37813,1.13516,"Abstract","Average"
"Triovision",2008,1.3158,6.37516,1.49791,"Abstract","Average"
"Gridstones",2008,1.25,6.53056,1.39559,"Abstract","Average"
"Qyshinsu: Mystery of the Way",2008,3,6.72381,1.69906,"Abstract","Average"
"Army Ants",2008,1.7273,6.38482,1.13476,"Abstract","Average"
"COLORS",2008,1.2,6.16512,1.66801,"Abstract","Average"
"Spangles",1982,2.5,6.52869,1.40127,"Abstract","Average"
"Robotory",2006,1.725,6.24693,1.3436,"Abstract","Average"
"Palago",2008,2.6,6.54189,1.20295,"Abstract","Average"
"Kamisado",2008,2.4483,6.91227,1.32262,"Abstract","Average"
"Hooop!",2006,1.7222,6.00981,1.1649,"Abstract","Average"
"Tiku",1993,1.6667,6.7975,1.11837,"Abstract","Average"
"Limit",2009,2.2,6.88775,1.02113,"Abstract","Average"
"Block Buster",2008,1.75,6.48837,1.42032,"Abstract","Average"
"Element",2008,2,6.68939,1.32457,"Abstract","Average"
"Peeper",2004,1.75,6.0775,1.23965,"Abstract","Average"
"Telepathy",2008,2.1667,6.58242,1.41089,"Abstract","Average"
"Stratego (Revised Edition)",2008,1.9459,6.20791,1.30172,"Abstract","Average"
"Linkage",2009,2.25,6.60211,1.6824,"Abstract","Average"
"Distrito 21",1987,1.5,6.22727,1.68366,"Abstract","Average"
"Nonaga",2017,2,6.84571,1.31822,"Abstract","Average"
"Kraby",2009,2.0833,6.22877,1.30941,"Abstract","Average"
"Adaptoid",2009,2.1333,6.89007,1.42587,"Abstract","Average"
"Hippos & Crocodiles",2009,1.4167,6.28381,1.57481,"Abstract","Average"
"Gauss",2009,1.75,6.95159,1.30009,"Abstract","Average"
"Pentalath",2009,2,6.69111,1.42452,"Abstract","Average"
"ZoxSo",2009,2.5556,6.66774,1.67985,"Abstract","Average"
"Battle Sheep",2010,1.4667,6.62495,1.26744,"Abstract","Average"
"Callisto: The Game",2009,1.625,6.23728,1.3767,"Abstract","Average"
"Multiplayer Pentago",2009,1.6667,6.28249,1.31127,"Abstract","Average"
"Let's Catch the Lion!",2008,1.7586,6.72264,1.3212,"Abstract","Average"
"Shashki",1680,1.8,6.36818,1.77029,"Abstract","Average"
"My Kind of Town",2010,1.75,6.19306,1.29939,"Abstract","Average"
"Corporation",2009,2.75,6.91,1.43896,"Abstract","Average"
"Tantrix Gobble",2009,1,6.51578,1.2598,"Abstract","Average"
"Silk Road Maker",2009,1,6.78243,1.35518,"Abstract","Average"
"Niche",2009,1.4286,6.4475,1.62788,"Abstract","Average"
"Splut!",2009,2.4706,6.71549,1.43449,"Abstract","Average"
"Zaic",2010,1.8,6.96136,1.3162,"Abstract","Average"
"Kakuzu",2010,1,6.13455,1.95497,"Abstract","Average"
"Uncle Chestnut's Table Gype",2010,2,6.11958,1.76961,"Abstract","Average"
"Topology",2010,2.3333,6.675,1.40388,"Abstract","Average"
"Jin Li",2010,1.6,6.23548,1.23224,"Abstract","Average"
"Barca",2007,2.2,6.66174,1.56286,"Abstract","Average"
"Momentum",2010,2.25,6.70455,1.54713,"Abstract","Average"
"RRR",2010,1.9545,6.76598,1.26974,"Abstract","Average"
"Coerceo",2011,3.3333,6.57438,1.45207,"Abstract","Average"
"Caminos",2010,1.4,6.56617,1.1313,"Abstract","Average"
"Isaac",2011,2.3333,6.2053,1.69161,"Abstract","Average"
"Stomple",2010,1.4706,6.41697,1.27953,"Abstract","Average"
"Laser Chess",2011,2.6923,6.69074,1.38366,"Abstract","Average"
"Ataxx",1990,2.2222,6.04898,1.81649,"Abstract","Average"
"Cubulus",2011,2.0769,6.11463,1.32105,"Abstract","Average"
"Pizza Theory",2012,1.6,6.1618,1.37042,"Abstract","Average"
"Paletto",2011,1.6667,6.78438,1.4057,"Abstract","Average"
"Carnac",2011,2.4444,6.94228,1.34319,"Abstract","Average"
"Epigo",2011,2.4762,6.80387,1.37417,"Abstract","Average"
"Casa Grande",2011,2.1154,6.46761,1.20508,"Abstract","Average"
"Ortus",2013,3,6.43571,1.44627,"Abstract","Average"
"Battle of LITS",2011,1.6667,6.006,1.34028,"Abstract","Average"
"Spline+",2011,2.3333,6.35,1.67407,"Abstract","Average"
"Mutant Meeples",2012,2.4565,6.61889,1.50626,"Abstract","Average"
"Rise!",2012,1.8333,6.12054,1.65739,"Abstract","Average"
"RED",2011,2.3333,6.93977,1.3427,"Abstract","Average"
"Sheep, Dogs and Wolves",2012,1,6.90263,1.29767,"Abstract","Average"
"IOTA",2012,1.913,6.17111,1.39,"Abstract","Average"
"Okiya",2012,1.2152,6.56854,1.23215,"Abstract","Average"
"Rondo",2012,1.3714,6.55317,1.28856,"Abstract","Average"
"Start 11!  The Board Game",2012,1.2222,6.26842,1.41795,"Abstract","Average"
"Equinox",2012,2,6.48075,1.36645,"Abstract","Average"
"MOD X",2012,1.6667,6.96696,1.65152,"Abstract","Average"
"Codinca",2012,1.375,6.21258,1.36436,"Abstract","Average"
"Bauhaus",2013,2,6.73757,1.56995,"Abstract","Average"
"Knot Dice",2016,1.25,6.81864,1.40024,"Abstract","Average"
"Pandánte",2014,1.9444,6.17863,1.81828,"Abstract","Average"
"Constructo",2014,1.4,6.92462,1.41954,"Abstract","Average"
"Coin Age",2013,1.3333,6.04291,1.37439,"Abstract","Average"
"Cappuccino",2013,1.25,6.22843,1.23445,"Abstract","Average"
"Longhorn",2013,1.7414,6.55944,1.21278,"Abstract","Average"
"Regnum Angelica",2014,2.4545,6.7847,2.02945,"Abstract","Average"
"One Zero One",2013,1.84,6.46282,1.39733,"Abstract","Average"
"Veletas",2013,2,6.4325,1.60682,"Abstract","Average"
"Pyramix",2014,1.3158,6.39209,1.17209,"Abstract","Average"
"Nika",2014,2.2,6.55817,1.48671,"Abstract","Average"
"...and then, we held hands.",2015,1.7636,6.06071,1.48184,"Abstract","Average"
"Stac",2015,1.6667,6.92549,1.94521,"Abstract","Average"
"7 Steps",2014,1.75,6.1869,1.35285,"Abstract","Average"
"Dolmen",2015,2.6667,6.92277,1.18233,"Abstract","Average"
"Cartography",2015,2,6.18602,1.85707,"Abstract","Average"
"Haru Ichiban",2014,1.75,6.65175,1.24095,"Abstract","Average"
"Circular Reasoning: The Well of Power",2015,2.3333,6.56569,1.60395,"Abstract","Average"
"Jarl: The Vikings Tile-Laying Game",2015,2.6667,6.88893,1.34121,"Abstract","Average"
"Apotheca",2016,1.9259,6.67019,1.33359,"Abstract","Average"
"Ekö",2015,2.6562,6.86861,1.38735,"Abstract","Average"
"Dreamwell",2016,2.2308,6.55394,1.36629,"Abstract","Average"
"Pocket Invaders",2016,2.25,6.57168,1.37212,"Abstract","Average"
"Tatsu",2016,1.6364,6.67257,1.48023,"Abstract","Average"
"TREXO",2015,1.25,6.51029,1.31777,"Abstract","Average"
"Circle of Life",2015,2,6.71013,1.49313,"Abstract","Average"
"Elementos",2015,2,6.57292,1.50545,"Abstract","Average"
"Cubeo",2016,1.6667,6.7,1.17566,"Abstract","Average"
"Android: Mainframe",2016,1.8537,6.60943,1.27529,"Abstract","Average"
"Agamemnon",2016,2,6.6688,1.2309,"Abstract","Average"
"Ominoes",2016,1.4,6.59025,1.39803,"Abstract","Average"
"Cinco Linko",2016,1.1538,6.55892,1.39032,"Abstract","Average"
"Tiki",2018,2,6.06784,1.64987,"Abstract","Average"
"Tao Long: The Way of the Dragon",2017,2.625,6.89017,1.44763,"Abstract","Average"
"Pocket Ops",2017,1.3,6.49533,1.33083,"Abstract","Average"
"King's Road",2017,1.7692,6.60444,1.19567,"Abstract","Average"
"Axio",2017,1.6154,6.76884,1.24119,"Abstract","Average"
"Callisto",2015,1.8333,6.42812,1.39401,"Abstract","Average"
"Shadows in Kyoto",2017,2,6.89389,1.22433,"Abstract","Average"
"Finished!",2017,2.1143,6.72583,1.45008,"Abstract","Average"
